externalId,symbol,longName,quantity,multiplier,offset,source,sourceReference
angular_velocity:angular_degree_per_minute,dega/min,angular degree per minute,angular velocity,None,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
angular_velocity:angular_degree_per_second,dega/s,angular degree per second,angular velocity,None,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
angular_velocity:radian_per_second,rad/s,radian per second,angular velocity,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
angular_velocity:revolution_per_minute,rpm,revolution per minute,angular velocity,None,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
angular_velocity:revolution_per_second,rev/s,revolution per second,angular velocity,None,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area:acre,acre,acre,area,4046.87261,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area:barn,b,barn,area,1.00E-28,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area:hectare,ha,hectare,area,10000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area:section,section,section,area,2589998.47,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area:square_us_survey_mile,mi[US]2,square US survey mile,area,2589998.47,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area:square_centimetre,cm2,square centimetre,area,0.0001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area:square_foot,ft2,square foot,area,0.09290304,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area:square_inch,in2,square inch,area,0.00064516,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area:square_kilometre,km2,square kilometre,area,1000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area:square_metre,m2,square metre,area,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area:square_micrometre,um2,square micrometre,area,1.00E-12,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area:square_mile,mi2,square mile,area,2589988.11,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area:square_millimetre,mm2,square millimetre,area,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area:square_yard,yd2,square yard,area,0.83612736,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_amount_of_substance:square_metre_per_gram-mole,m2/mol,square metre per gram-mole,area per amount of substance,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_area:centieuclid,cEuc,centieuclid,area per area,0.01,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_area:euclid,Euc,euclid,area per area,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_area:percent,%,percent,area per area,0.01,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_area:percent_[area_basis],%[area],percent [area basis],area per area,0.01,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_area:square_inch_per_square_foot,in2/ft2,square inch per square foot,area per area,0.006944444444,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_area:square_inch_per_square_inch,in2/in2,square inch per square inch,area per area,1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_area:square_metre_per_square_metre,m2/m2,square metre per square metre,area per area,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_area:square_millimetre_per_square_millimetre,mm2/mm2,square millimetre per square millimetre,area per area,1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_mass:square_centimetre_per_gram,cm2/g,square centimetre per gram,area per mass,0.1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_mass:square_foot_per_pound-mass,ft2/lbm,square foot per pound-mass,area per mass,0.2048161436,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_mass:square_metre_per_gram,m2/g,square metre per gram,area per mass,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_mass:square_metre_per_kilogram,m2/kg,square metre per kilogram,area per mass,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_time:square_centimetre_per_second,cm2/s,square centimetre per second,area per time,0.0001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_time:square_foot_per_hour,ft2/h,square foot per hour,area per time,2.58E-05,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_time:square_foot_per_second,ft2/s,square foot per second,area per time,0.09290304,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_time:square_inch_per_second,in2/s,square inch per second,area per time,0.00064516,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_time:square_metre_per_day,m2/d,square metre per day,area per time,1.16E-05,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_time:square_metre_per_hour,m2/h,square metre per hour,area per time,0.0002777777778,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_time:square_metre_per_second,m2/s,square metre per second,area per time,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_time:square_millimetre_per_second,mm2/s,square millimetre per second,area per time,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_volume:barn_per_cubic_centimetre,b/cm3,barn per cubic centimetre,area per volume,1.00E-22,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_volume:capture_unit,cu,capture unit,area per volume,0.1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_volume:per_metre,1/m,per metre,area per volume,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_volume:square_foot_per_cubic_inch,ft2/in3,square foot per cubic inch,area per volume,5669.291339,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_volume:square_metre_per_cubic_centimetre,m2/cm3,square metre per cubic centimetre,area per volume,1000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
area_per_volume:square_metre_per_cubic_metre,m2/m3,square metre per cubic metre,area per volume,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
attenuation_per_frequency_interval:bel_per_octave,B/O,bel per octave,attenuation per frequency interval,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
attenuation_per_frequency_interval:decibel_per_octave,dB/O,decibel per octave,attenuation per frequency interval,0.1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
capacitance:centifarad,cF,centifarad,capacitance,0.01,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
capacitance:decifarad,dF,decifarad,capacitance,0.1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
capacitance:exafarad,EF,exafarad,capacitance,1.00E+18,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
capacitance:farad,F,farad,capacitance,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
capacitance:femtofarad,fF,femtofarad,capacitance,1.00E-15,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
capacitance:gigafarad,GF,gigafarad,capacitance,1000000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
capacitance:kilofarad,kF,kilofarad,capacitance,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
capacitance:megafarad,MF,megafarad,capacitance,1000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
capacitance:microfarad,uF,microfarad,capacitance,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
capacitance:millifarad,mF,millifarad,capacitance,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
capacitance:nanofarad,nF,nanofarad,capacitance,1.00E-09,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
capacitance:picofarad,pF,picofarad,capacitance,1.00E-12,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
capacitance:terafarad,TF,terafarad,capacitance,1000000000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
data_transfer_speed:bit_per_second,bit/s,bit per second,data transfer speed,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
data_transfer_speed:byte_per_second,byte/s,byte per second,data transfer speed,8,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
diffusion_coefficient:square_metre_per_second,m2/s,square metre per second,diffusion coefficient,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
digital_storage:bit,bit,bit,digital storage,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
digital_storage:byte,byte,byte,digital storage,8,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
digital_storage:kibibyte,Kibyte,kibibyte,digital storage,8192,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
digital_storage:mebibyte,Mibyte,mebibyte,digital storage,8388608,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
dimensionless:centieuclid,cEuc,centieuclid,dimensionless,0.01,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
dimensionless:decieuclid,dEuc,decieuclid,dimensionless,0.1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
dimensionless:euclid,Euc,euclid,dimensionless,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
dimensionless:exaeuclid,EEuc,exaeuclid,dimensionless,1.00E+18,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
dimensionless:femtoeuclid,fEuc,femtoeuclid,dimensionless,1.00E-15,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
dimensionless:gigaeuclid,GEuc,gigaeuclid,dimensionless,1000000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
dimensionless:kiloeuclid,kEuc,kiloeuclid,dimensionless,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
dimensionless:megaeuclid,MEuc,megaeuclid,dimensionless,1000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
dimensionless:microeuclid,uEuc,microeuclid,dimensionless,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
dimensionless:millieuclid,mEuc,millieuclid,dimensionless,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
dimensionless:nanoeuclid,nEuc,nanoeuclid,dimensionless,1.00E-09,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
dimensionless:part_per_million,ppm,part per million,dimensionless,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
dimensionless:part_per_thousand,ppk,part per thousand,dimensionless,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
dimensionless:percent,%,percent,dimensionless,0.01,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
dimensionless:picoeuclid,pEuc,picoeuclid,dimensionless,1.00E-12,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
dimensionless:teraeuclid,TEuc,teraeuclid,dimensionless,1000000000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
dipole_moment:coulomb_metre,C.m,coulomb metre,dipole moment,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
dose_equivalent:millisievert,mSv,millisievert,dose equivalent,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
dose_equivalent:rem,rem,rem,dose equivalent,0.01,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
dose_equivalent:sievert,Sv,sievert,dose equivalent,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
dose_equivalent:thousandth_of_rem,mrem,thousandth of rem,dose equivalent,1.00E-05,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
dynamic_viscosity:centipoise,cP,centipoise,dynamic viscosity,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
dynamic_viscosity:decipoise,dP,decipoise,dynamic viscosity,0.01,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
